Country,Year,Title,Tasks,Software
USA,2025,"Ushers, Lobby Attendants, and Ticket Takers","1. Greet patrons attending entertainment events. 2. Sell or collect admission tickets, passes, or facility memberships from patrons at entertainment events. 3. Clean facilities. 4. Settle seating disputes or help solve other customer concerns. 5. Examine tickets or passes to verify authenticity, using criteria such as color or date issued. 6. Provide assistance with patrons' special needs, such as helping those with wheelchairs. 7. Guide patrons to exits or provide other instructions or assistance in case of emergency. 8. Refuse admittance to undesirable persons or persons without tickets or passes. 9. Assist patrons by giving directions to points in or outside of the facility or providing information about local attractions. 10. Assist patrons in finding seats, lighting the way with flashlights, if necessary. 11. Maintain order and ensure adherence to safety rules. 12. Search for lost articles or for parents of lost children. 13. Operate refreshment stands during intermission or obtain refreshments for press box patrons during performances. 14. Count and record number of tickets collected. 15. Lead tours and answer visitors' questions about the exhibits. 16. Manage inventory or sale of artist merchandise. 17. Verify credentials of patrons desiring entrance into press box and permit only authorized persons to enter. 18. Distribute programs to patrons. 19. Give door checks to patrons who are temporarily leaving establishments. 20. Manage informational kiosks or displays of event signs or posters. 21. Work with others to change advertising displays. 22. Page individuals wanted at the box office. 23. Schedule or manage staff, such as volunteer usher corps.",Spreadsheet software; Office suite software; Operating system software; Word processing software; Optical character reader OCR or scanning software
USA,2025,Veterinarians,"1. Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery. 2. Inoculate animals against various diseases, such as rabies or distemper. 3. Examine animals to detect and determine the nature of diseases or injuries. 4. Collect body tissue, feces, blood, urine, or other body fluids for examination and analysis. 5. Operate diagnostic equipment, such as radiographic or ultrasound equipment, and interpret the resulting images. 6. Educate the public about diseases that can be spread from animals to humans. 7. Counsel clients about the deaths of their pets or about euthanasia decisions for their pets. 8. Advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options. 9. Euthanize animals. 10. Attend lectures, conferences, or continuing education courses. 11. Train or supervise workers who handle or care for animals. 12. Perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records. 13. Plan or execute animal nutrition or reproduction programs. 14. Conduct postmortem studies and analyses to determine the causes of animals' deaths. 15. Specialize in a particular type of treatment, such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine. 16. Direct the overall operations of animal hospitals, clinics, or mobile services to farms. 17. Inspect and test horses, sheep, poultry, or other animals to detect the presence of communicable diseases. 18. Establish or conduct quarantine or testing procedures that prevent the spread of diseases to other animals or to humans and that comply with applicable government regulations. 19. Research diseases to which animals could be susceptible. 20. Provide care to a wide range of animals or specialize in a particular species, such as horses or exotic birds. 21. Determine the effects of drug therapies, antibiotics, or new surgical techniques by testing them on animals. 22. Inspect animal housing facilities to determine their cleanliness and adequacy. 23. Drive mobile clinic vans to farms so that health problems can be treated or prevented.",Document management software; Medical software; Data base user interface and query software; Spreadsheet software; Office suite software; Electronic mail software; Presentation software; Word processing software; Internet browser software
USA,2025,Veterinary Assistants and Laboratory Animal Caretakers,"1. Hold or restrain animals during veterinary procedures. 2. Monitor animals recovering from surgery and notify veterinarians of any unusual changes or symptoms. 3. Fill medication prescriptions. 4. Clean and maintain kennels, animal holding areas, examination or operating rooms, or animal loading or unloading facilities to control the spread of disease. 5. Examine animals to detect behavioral changes or clinical symptoms that could indicate illness or injury. 6. Perform routine laboratory tests or diagnostic tests, such as taking or developing x-rays. 7. Assist veterinarians in examining animals to determine the nature of illnesses or injuries. 8. Administer medication, immunizations, or blood plasma to animals as prescribed by veterinarians. 9. Collect laboratory specimens, such as blood, urine, or feces, for testing. 10. Perform office reception duties, such as scheduling appointments or helping customers. 11. Clean, maintain, and sterilize instruments or equipment. 12. Record information relating to animal genealogy, feeding schedules, appearance, behavior, or breeding. 13. Provide emergency first aid to sick or injured animals. 14. Prepare surgical equipment and pass instruments or materials to veterinarians during surgical procedures. 15. Educate or advise clients on animal health care, nutrition, or behavior problems. 16. Prepare examination or treatment rooms by stocking them with appropriate supplies. 17. Prepare feed for animals according to specific instructions, such as diet lists or schedules. 18. Provide assistance with euthanasia of animals or disposal of corpses. 19. Write reports, maintain research information, or perform clerical duties. 20. Perform hygiene-related duties, such as clipping animals' claws or cleaning and polishing teeth. 21. Perform enemas, catheterizations, ear flushes, intravenous feedings, or gavages. 22. Perform accounting duties, such as bookkeeping, billing customers for services, or maintaining inventories. 23. Exercise animals or provide them with companionship. 24. Place orders to restock inventory of hospital or laboratory supplies. 25. Sell pet food or supplies to customers. 26. Dust, spray, or bathe animals to control insect pests. 27. Administer anesthetics during surgery and monitor the effects on animals. 28. Groom, trim, or clip animals' coats.",Medical software; Label making software; Data base user interface and query software; Spreadsheet software; Office suite software; Electronic mail software; Presentation software; Word processing software; Calendar and scheduling software
USA,2025,Veterinary Technologists and Technicians,"1. Administer anesthesia to animals, under the direction of a veterinarian, and monitor animals' responses to anesthetics so that dosages can be adjusted. 2. Care for and monitor the condition of animals recovering from surgery. 3. Maintain controlled drug inventory and related log books. 4. Perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in the diagnosis and treatment of animal health problems. 5. Prepare and administer medications, vaccines, serums, or treatments, as prescribed by veterinarians. 6. Restrain animals during exams or procedures. 7. Administer emergency first aid, such as performing emergency resuscitation or other life saving procedures. 8. Clean and sterilize instruments, equipment, or materials. 9. Provide veterinarians with the correct equipment or instruments, as needed. 10. Perform dental work, such as cleaning, polishing, or extracting teeth. 11. Observe the behavior and condition of animals and monitor their clinical symptoms. 12. Give enemas and perform catheterizations, ear flushes, intravenous feedings, or gavages. 13. Fill prescriptions, measuring medications and labeling containers. 14. Collect, prepare, and label samples for laboratory testing, culture, or microscopic examination. 15. Prepare animals for surgery, performing such tasks as shaving surgical areas. 16. Take and develop diagnostic radiographs, using x-ray equipment. 17. Discuss medical health of pets with clients, such as post-operative status. 18. Clean kennels, animal holding areas, surgery suites, examination rooms, or animal loading or unloading facilities to control the spread of disease. 19. Take animals into treatment areas and assist with physical examinations by performing such duties as obtaining temperature, pulse, or respiration data. 20. Prepare treatment rooms for surgery. 21. Maintain laboratory, research, or treatment records, as well as inventories of pharmaceuticals, equipment, or supplies. 22. Maintain instruments, equipment, or machinery to ensure proper working condition. 23. Dress and suture wounds and apply splints or other protective devices. 24. Provide assistance with animal euthanasia and the disposal of remains. 25. Schedule appointments and procedures for animals. 26. Provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition. 27. Monitor medical supplies and place orders when inventory is low. 28. Supervise or train veterinary students or other staff members. 29. Perform a variety of office, clerical, or accounting duties, such as reception, billing, bookkeeping, or selling products. 30. Bathe animals, clip nails or claws, and brush or cut animals' hair. 31. Conduct specialized procedures, such as animal branding or tattooing or hoof trimming.",Medical software; Data base user interface and query software; Spreadsheet software; Office suite software; Electronic mail software; Presentation software; Word processing software; Internet browser software
USA,2025,Video Game Designers,"1. Balance and adjust gameplay experiences to ensure the critical and commercial success of the product. 2. Provide feedback to designers and other colleagues regarding game design features. 3. Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise. 4. Devise missions, challenges, or puzzles to be encountered in game play. 5. Guide design discussions between development teams. 6. Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines. 7. Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff. 8. Present new game design concepts to management and technical colleagues, including artists, animators, and programmers. 9. Conduct regular design reviews throughout the game development process. 10. Solicit, obtain, and integrate feedback from design and technical staff into original game design. 11. Document all aspects of formal game design, using mock-up screenshots, sample menu layouts, gameplay flowcharts, and other graphical devices. 12. Provide feedback to production staff regarding technical game qualities or adherence to original design. 13. Prepare two-dimensional concept layouts or three-dimensional mock-ups. 14. Consult with multiple stakeholders to define requirements and implement online features. 15. Oversee gameplay testing to ensure intended gaming experience and game adherence to original vision. 16. Keep abreast of game design technology and techniques, industry trends, or audience interests, reactions, and needs by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences. 17. Create gameplay prototypes for presentation to creative and technical staff and management. 18. Write or supervise the writing of game text and dialogue. 19. Collaborate with artists to achieve appropriate visual style. 20. Determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction. 21. Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas. 22. Prepare and revise initial game sketches using two- and three-dimensional graphical design software. 23. Provide test specifications to quality assurance staff. 24. Create gameplay test plans for internal and external test groups.",Word processing software; Document management software; Development environment software; Video creation and editing software; Graphics or photo imaging software; Web page creation and editing software; Web platform development software; Desktop publishing software; Object or component oriented development software; Data base user interface and query software; Data base management system software; Storage networking software; Cloud-based management software; Operating system software; Expert system software; Portal server software; File versioning software; Presentation software; Enterprise application integration software; Cloud-based data access and sharing software; Content workflow software; Instant messaging software; Metadata management software; Configuration management software; Video conferencing software; Project management software; Transaction server software; Financial analysis software; Application server software; Sales and marketing software; Data mining software; Program testing software; Object oriented data base management software; Business intelligence and data analysis software; Communications server software; Electronic mail software; Enterprise system management software; Analytical or scientific software; Enterprise resource planning ERP software; Spreadsheet software; Office suite software; Data base reporting software; Process mapping and design software; Computer based training software; Network monitoring software; Multi-media educational software; Transaction security and virus protection software; Customer relationship management CRM software; Graphical user interface development software; Desktop communications software; Requirements analysis and system architecture software
USA,2025,Waiters and Waitresses,"1. Take orders from patrons for food or beverages. 2. Check with customers to ensure that they are enjoying their meals and take action to correct any problems. 3. Check patrons' identification to ensure that they meet minimum age requirements for consumption of alcoholic beverages. 4. Collect payments from customers. 5. Write patrons' food orders on order slips, memorize orders, or enter orders into computers for transmittal to kitchen staff. 6. Prepare checks that itemize and total meal costs and sales taxes. 7. Present menus to patrons and answer questions about menu items, making recommendations upon request. 8. Remove dishes and glasses from tables or counters and take them to kitchen for cleaning. 9. Serve food or beverages to patrons, and prepare or serve specialty dishes at tables as required. 10. Clean tables or counters after patrons have finished dining. 11. Prepare tables for meals, including setting up items such as linens, silverware, and glassware. 12. Explain how various menu items are prepared, describing ingredients and cooking methods. 13. Assist host or hostess by answering phones to take reservations or to-go orders, and by greeting, seating, and thanking guests. 14. Escort customers to their tables. 15. Perform cleaning duties, such as sweeping and mopping floors, vacuuming carpet, tidying up server station, taking out trash, or checking and cleaning bathroom. 16. Inform customers of daily specials. 17. Prepare hot, cold, and mixed drinks for patrons, and chill bottles of wine. 18. Roll silverware, set up food stations, or set up dining areas to prepare for the next shift or for large parties. 19. Stock service areas with supplies such as coffee, food, tableware, and linens. 20. Bring wine selections to tables with appropriate glasses, and pour the wines for customers. 21. Fill salt, pepper, sugar, cream, condiment, and napkin containers. 22. Describe and recommend wines to customers. 23. Perform food preparation duties such as preparing salads, appetizers, and cold dishes, portioning desserts, and brewing coffee. 24. Provide guests with information about local areas, including giving directions. 25. Garnish and decorate dishes in preparation for serving.",Instant messaging software; Point of sale POS software; Web page creation and editing software
USA,2025,Watch and Clock Repairers,"1. Clean, rinse, and dry timepiece parts, using solutions and ultrasonic or mechanical watch-cleaning machines. 2. Adjust timing regulators, using truing calipers, watch-rate recorders, and tweezers. 3. Reassemble timepieces, replacing glass faces and batteries, before returning them to customers. 4. Disassemble timepieces and inspect them for defective, worn, misaligned, or rusty parts, using loupes. 5. Oil moving parts of timepieces. 6. Estimate repair costs and timepiece values. 7. Repair or replace broken, damaged, or worn parts on timepieces, using lathes, drill presses, and hand tools. 8. Test timepiece accuracy and performance, using meters and other electronic instruments. 9. Perform regular adjustment and maintenance on timepieces, watch cases, and watch bands. 10. Order supplies, including replacement parts, for timing instruments. 11. Gather information from customers about a timepiece's problems and its service history. 12. Test and replace batteries and other electronic components. 13. Record quantities and types of timepieces repaired, serial and model numbers of items, work performed, and charges for repairs. 14. Demagnetize mechanisms, using demagnetizing machines. 15. Fabricate parts for watches and clocks, using small lathes and other machines.",Project management software; Electronic mail software; Accounting software; Spreadsheet software; Office suite software; Word processing software; Enterprise resource planning ERP software; Data base user interface and query software
USA,2025,Water and Wastewater Treatment Plant and System Operators,"1. Add chemicals, such as ammonia, chlorine, or lime, to disinfect and deodorize water and other liquids. 2. Collect and test water and sewage samples, using test equipment and color analysis standards. 3. Record operational data, personnel attendance, or meter and gauge readings on specified forms. 4. Operate and adjust controls on equipment to purify and clarify water, process or dispose of sewage, and generate power. 5. Inspect equipment or monitor operating conditions, meters, and gauges to determine load requirements and detect malfunctions. 6. Maintain, repair, and lubricate equipment, using hand tools and power tools. 7. Clean and maintain tanks, filter beds, and other work areas, using hand tools and power tools. 8. Direct and coordinate plant workers engaged in routine operations and maintenance activities.",Compliance software; Data base user interface and query software; Industrial control software; Spreadsheet software; Office suite software; Electronic mail software; Presentation software; Word processing software; Document management software; Time accounting software
USA,2025,Weatherization Installers and Technicians,"1. Prepare base for installation by removing unstable or unsuitable materials, compacting and grading the soil, draining or stabilizing weak or saturated soils and taking measures to prevent water penetration and migration of bedding sand. 2. Supply and place base materials, edge restraints, bedding sand and jointing sand. 3. Discuss the design with the client. 4. Set pavers, aligning and spacing them correctly. 5. Sweep sand into the joints and compact pavement until the joints are full. 6. Screed sand level to an even thickness, and recheck sand exposed to elements, raking and rescreeding if necessary. 7. Cut paving stones to size and for edges, using a splitter and a masonry saw. 8. Compact bedding sand and pavers to finish the paved area, using a plate compactor. 9. Design paver installation layout pattern and create markings for directional references of joints and stringlines. 10. Sweep sand from the surface prior to opening to traffic. 11. Resurface an outside area with cobblestones, terracotta tiles, concrete or other materials. 12. Cement the edges of the paved area. 13. Test combustible appliances, such as gas appliances. 14. Determine amount of air leakage in buildings, using a blower door machine. 15. Test and diagnose air flow systems, using furnace efficiency analysis equipment. 16. Install and seal air ducts, combustion air openings, or ventilation openings to improve heating and cooling efficiency. 17. Inspect buildings to identify required weatherization measures, including repair work, modification, or replacement. 18. Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes. 19. Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls. 20. Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall. 21. Prepare cost estimates or specifications for rehabilitation or weatherization services. 22. Contact residents or building owners to schedule appointments. 23. Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation. 24. Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses. 25. Clean and maintain tools and equipment. 26. Apply spackling, compounding, or other materials to repair holes in walls. 27. Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners. 28. Maintain activity logs, financial transaction logs, or other records of weatherization work performed. 29. Explain energy conservation measures, such as the use of low flow showerheads and energy-efficient lighting. 30. Prepare or assist in the preparation of bids, contracts, or written reports related to weatherization work. 31. Install storm windows or storm doors and verify proper fit. 32. Wrap water heaters with water heater blankets.",Graphics or photo imaging software; Project management software; Computer aided design CAD software; Spreadsheet software; Office suite software; Presentation software; Word processing software; Internet browser software; Development environment software; Data base user interface and query software; Analytical or scientific software; Electronic mail software; Operating system software; Customer relationship management CRM software; Enterprise resource planning ERP software; Calendar and scheduling software
USA,2025,Web Administrators,"1. Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel. 2. Identify or document backup or recovery plans. 3. Back up or modify applications and related data to provide for disaster recovery. 4. Correct testing-identified problems, or recommend actions for their resolution. 5. Identify, standardize, and communicate levels of access and security. 6. Determine sources of Web page or server problems, and take action to correct such problems. 7. Implement updates, upgrades, and patches in a timely manner to limit loss of service. 8. Implement Web site security measures, such as firewalls or message encryption. 9. Collaborate with development teams to discuss, analyze, or resolve usability issues. 10. Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications. 11. Perform user testing or usage analyses to determine Web sites' effectiveness or usability. 12. Document application and Web site changes or change procedures. 13. Track, compile, and analyze Web site usage data. 14. Test backup or recovery plans regularly and resolve any problems. 15. Recommend Web site improvements, and develop budgets to support recommendations. 16. Review or update Web page content or links in a timely manner, using appropriate tools. 17. Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly. 18. Gather, analyze, or document user feedback to locate or resolve sources of problems. 19. Set up or maintain monitoring tools on Web servers or Web sites. 20. Monitor Web developments through continuing education, reading, or participation in professional conferences, workshops, or groups. 21. Develop or document style guidelines for Web site content. 22. Develop Web site performance metrics. 23. Collaborate with Web developers to create and operate internal and external Web sites, or to manage projects, such as e-marketing campaigns. 24. Identify or address interoperability requirements. 25. Develop or implement procedures for ongoing Web site revision. 26. Check and analyze operating system or application log files regularly to verify proper system performance. 27. Provide training or technical assistance in Web site implementation or use. 28. Evaluate testing routines or procedures for adequacy, sufficiency, and effectiveness. 29. Inform Web site users of problems, problem resolutions, or application changes and updates. 30. Document installation or configuration procedures to allow maintenance and repetition. 31. Develop testing routines and procedures. 32. Test new software packages for use in Web operations or other applications. 33. Develop and implement marketing plans for home pages, including print advertising or advertisement rotation. 34. Evaluate or recommend server hardware or software. 35. Administer internet or intranet infrastructure, including Web, file, and mail servers. 36. Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems. 37. Design or prepare graphic representations of Geographic Information Systems (GIS) data, using GIS hardware or software applications. 38. Maintain or modify existing Geographic Information Systems (GIS) databases. 39. Provide technical expertise in Geographic Information Systems (GIS) technology to clients or users. 40. Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements. 41. Enter data into Geographic Information Systems (GIS) databases, using techniques such as coordinate geometry, keyboard entry of tabular data, manual digitizing of maps, scanning or automatic conversion to vectors, or conversion of other sources of digital data. 42. Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation. 43. Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software. 44. Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases. 45. Perform integrated or computerized Geographic Information Systems (GIS) analyses to address scientific problems. 46. Select cartographic elements needed for effective presentation of information. 47. Provide technical support to users or clients regarding the maintenance, development, or operation of Geographic Information Systems (GIS) databases, equipment, or applications. 48. Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts. 49. Interpret aerial or ortho photographs. 50. Meet with clients to discuss topics such as technical specifications, customized solutions, or operational problems. 51. Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications. 52. Create, analyze, report, convert, or transfer data, using specialized applications program software. 53. Confer with users to analyze, configure, or troubleshoot applications. 54. Design, program, or model Geographic Information Systems (GIS) applications or procedures. 55. Develop specialized computer software routines, internet-based Geographic Information Systems (GIS) databases, or business applications to customize geographic information. 56. Make recommendations regarding upgrades, considering implications of new or revised Geographic Information Systems (GIS) software, equipment, or applications. 57. Assist users in formulating Geographic Information Systems (GIS) requirements or understanding the implications of alternatives. 58. Create visual representations of geospatial data, using complex procedures such as analytical modeling, three-dimensional renderings, or plot creation. 59. Transfer or rescale information from original photographs onto maps or other photographs. 60. Prepare training materials for, or make presentations to, Geographic Information Systems (GIS) users. 61. Apply three-dimensional (3D) or four-dimensional (4D) technologies to geospatial data to allow for new or different analyses or applications. 62. Assist in determining document management policies to facilitate efficient, legal, and secure access to electronic content. 63. Assist in the development of document or content classification taxonomies to facilitate information capture, search, and retrieval. 64. Implement electronic document processing, retrieval, and distribution systems in collaboration with other information technology specialists. 65. Identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata. 66. Develop, document, or maintain standards, best practices, or system usage procedures. 67. Assist in the assessment, acquisition, or deployment of new electronic document management systems. 68. Administer document and system access rights and revision control to ensure security of system and integrity of master documents. 69. Prepare and record changes to official documents and confirm changes with legal and compliance management staff, including enterprise-wide records management staff. 70. Write, review, or execute plans for testing new or established document management systems. 71. Monitor regulatory activity to maintain compliance with records and document management laws. 72. Retrieve electronic assets from repository for distribution to users, collecting and returning to repository, if necessary. 73. Keep abreast of developments in document management technologies and techniques by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences. 74. Conduct needs assessments to identify document management requirements of departments or end users. 75. Develop or configure document management system features, such as user interfaces, access profiles, and document workflow procedures. 76. Document technical functions and specifications for new or proposed content management systems. 77. Exercise security surveillance over document processing, reproduction, distribution, storage, or archiving. 78. Consult with end users regarding problems in accessing electronic content. 79. Propose recommendations for improving content management system capabilities. 80. Operate data capture technology to import digitized documents into document management system. 81. Prepare support documentation and training materials for end users of document management systems. 82. Search electronic sources, such as databases or repositories, or manual sources for information. 83. Implement scanning or other automated data entry procedures, using imaging devices and document imaging software. 84. Analyze, interpret, or disseminate system performance data. 85. Verify stability, interoperability, portability, security, or scalability of system architecture. 86. Develop system engineering, software engineering, system integration, or distributed system architectures. 87. Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components. 88. Identify system data, hardware, or software components required to meet user needs. 89. Communicate with staff or clients to understand specific system requirements. 90. Research, test, or verify proper functioning of software patches and fixes. 91. Provide advice on project costs, design concepts, or design changes. 92. Perform security analyses of developed or packaged software components. 93. Provide technical guidance or support for the development or troubleshooting of systems. 94. Document design specifications, installation instructions, and other system-related information. 95. Communicate project information through presentations, technical reports, or white papers. 96. Define and analyze objectives, scope, issues, or organizational impact of information systems. 97. Monitor system operation to detect potential problems. 98. Design and conduct hardware or software tests. 99. Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability. 100. Provide customers or installation teams guidelines for implementing secure systems. 101. Establish functional or system standards to address operational requirements, quality requirements, and design constraints. 102. Investigate system component suitability for specified purposes, and make recommendations regarding component use. 103. Complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions. 104. Develop or approve project plans, schedules, or budgets. 105. Develop efficient and effective system controllers. 106. Evaluate existing systems to determine effectiveness, and suggest changes to meet organizational requirements. 107. Configure servers to meet functional specifications. 108. Direct the analysis, development, and operation of complete computer systems. 109. Develop application-specific software. 110. Perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software. 111. Direct the installation of operating systems, network or application software, or computer or network hardware. 112. Train system users in system operation or maintenance. 113. Manage project execution to ensure adherence to budget, schedule, and scope. 114. Confer with project personnel to identify and resolve problems. 115. Monitor or track project milestones and deliverables. 116. Submit project deliverables, ensuring adherence to quality standards. 117. Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods. 118. Initiate, review, or approve modifications to project plans. 119. Schedule and facilitate meetings related to information technology projects. 120. Direct or coordinate activities of project personnel. 121. Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI). 122. Identify need for initial or supplemental project resources. 123. Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing. 124. Perform risk assessments to develop response strategies. 125. Prepare project status reports by collecting, analyzing, and summarizing information and trends. 126. Identify, review, or select vendors or consultants to meet project needs. 127. Develop and manage annual budgets for information technology projects. 128. Establish and execute a project communication plan. 129. Develop and manage work breakdown structure (WBS) of information technology projects. 130. Monitor the performance of project team members, providing and documenting performance feedback. 131. Coordinate recruitment or selection of project personnel. 132. Assign duties, responsibilities, and spans of authority to project personnel. 133. Negotiate with project stakeholders or suppliers to obtain resources or materials.",Document management software; Development environment software; Web platform development software; Video creation and editing software; Web page creation and editing software; Graphics or photo imaging software; Desktop publishing software; Application server software; Internet browser software; Internet directory services software; Network security or virtual private network VPN management software; Access software; Enterprise application integration software; Transaction server software; Electronic mail software; Object or component oriented development software; Network security and virtual private network VPN equipment software; Sales and marketing software; Analytical or scientific software; Operating system software; Cloud-based management software; Data base user interface and query software; Spreadsheet software; Office suite software; Network conferencing software; Presentation software; Project management software; Process mapping and design software; Word processing software; Content workflow software; Business intelligence and data analysis software; Enterprise resource planning ERP software; Object oriented data base management software; Switch or router software; Music or sound editing software; Storage networking software; Portal server software; Computer aided design CAD software; Map creation software; Geographic information system; Mobile location based services software; Cloud-based data access and sharing software; Data base management system software; Data base reporting software; Data compression software; Filesystem software; Data mining software; Video conferencing software; Optical character reader OCR or scanning software; Desktop communications software; Requirements analysis and system architecture software; File versioning software; Graphical user interface development software; Expert system software; Instant messaging software; Metadata management software; Configuration management software; Financial analysis software; Medical software; Program testing software; Human resources software; Communications server software; Enterprise system management software; Computer based training software; Information retrieval or search software; LAN software; Transaction security and virus protection software; Network monitoring software; Customer relationship management CRM software; Industrial control software; Backup or archival software; Internet protocol IP multimedia subsystem software; WAN switching software and firmware; Pattern design software; Calendar and scheduling software; Accounting software
USA,2025,Web Developers,"1. Write supporting code for Web applications or Web sites. 2. Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media. 3. Back up files from Web sites to local directories for instant recovery in case of problems. 4. Select programming languages, design tools, or applications. 5. Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems. 6. Develop databases that support Web applications and Web sites. 7. Perform Web site tests according to planned schedules, or after any Web site or product revision. 8. Perform or direct Web site updates. 9. Maintain understanding of current Web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups. 10. Analyze user needs to determine technical requirements. 11. Respond to user email inquiries, or set up automated systems to send responses. 12. Renew domain name registrations. 13. Confer with management or development teams to prioritize needs, resolve conflicts, develop content criteria, or choose solutions. 14. Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites. 15. Collaborate with management or users to develop e-commerce strategies and to integrate these strategies with Web sites. 16. Document test plans, testing procedures, or test results. 17. Establish appropriate server directory trees. 18. Recommend and implement performance improvements. 19. Document technical factors such as server load, bandwidth, database performance, and browser and device types. 20. Develop or implement procedures for ongoing Web site revision. 21. Create Web models or prototypes that include physical, interface, logical, or data models. 22. Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware. 23. Evaluate or recommend server hardware or software. 24. Monitor security system performance logs to identify problems and notify security specialists when problems occur. 25. Install and configure hypertext transfer protocol (HTTP) servers and associated operating systems. 26. Research, document, rate, or select alternatives for Web architecture or technologies. 27. Develop system interaction or sequence diagrams.",Word processing software; Document management software; Development environment software; Video creation and editing software; Graphics or photo imaging software; Web page creation and editing software; Web platform development software; Desktop publishing software; Object or component oriented development software; Data base user interface and query software; Data base management system software; Storage networking software; Cloud-based management software; Operating system software; Expert system software; Portal server software; Presentation software; Enterprise application integration software; Cloud-based data access and sharing software; Instant messaging software; Content workflow software; Metadata management software; Configuration management software; Video conferencing software; Project management software; Transaction server software; Financial analysis software; Application server software; Medical software; Geographic information system; File versioning software; Sales and marketing software; Data mining software; Program testing software; Object oriented data base management software; Business intelligence and data analysis software; Communications server software; Electronic mail software; Enterprise system management software; Analytical or scientific software; Enterprise resource planning ERP software; Spreadsheet software; Office suite software; Data base reporting software; Process mapping and design software; Computer based training software; Network monitoring software; Transaction security and virus protection software; Customer relationship management CRM software; Graphical user interface development software; Desktop communications software; Requirements analysis and system architecture software
